0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
218.0,178.0,0.8333326999999999,0.54772234,1.1111094,0.5443307,59.629630000000006,52.44444300000001,75.22222,51.22222,-21.555555,46.77778,-25.222220999999998,75.22222,0.31899637,-2.0405545,0
113.0,130.0,0.27777776,0.25092423,0.33333328,0.3651483,0.8888889000000001,0.0,2.5555556,0.11111111,-2.6666667,5.0,-2.3333333,2.5555556,1.0,-2.123254,0
202.0,41.0,0.9444478000000001,0.7722018,1.111112,1.0255967,123.03703999999999,111.88888500000002,139.77778999999998,117.44443999999999,-33.444443,50.22222,-16.777779000000002,139.77778999999998,0.19934683,-2.2999177000000004,0
32.0,173.0,1.7222217,1.7815932,9.0,6.749488,43.592594,39.555557,52.88889,38.333335999999996,-12.111111,27.888890000000004,-15.777778,52.88889,0.26691392,-1.9988575000000002,0
61.0,197.0,1.4444441000000001,1.5153533000000001,2.6111107000000002,1.9254633999999997,49.592594,44.22222,61.55555699999999,43.0,-16.11111,35.88889,-19.777779000000002,61.55555699999999,0.30292457,-2.0222743000000003,0
149.0,185.0,1.5555553,1.0680546,3.0555553,1.9254627,49.333332,45.333332,59.55555699999999,43.11111,-12.0,30.666665999999996,-18.666666,59.55555699999999,0.2758892,-1.9527698,0
197.0,229.0,1.3888885,1.5740726999999999,1.1666662,0.5666664,17.74074,14.111111,17.88889,21.222220999999998,-10.888889,0.44444445,10.444445,21.222220999999998,0.3357168,2.651605,0
29.0,111.0,0.38888884,0.24074061,0.6111111,0.15185188,5.4074073,6.888889,6.3333335,3.0,4.4444447,2.7777777,-7.222222299999999,6.888889,0.56415343,-0.89785874,1
1.0,81.0,12.166667,267.45554,9.222222,205.36296000000002,21.333334,14.0,30.555555,19.444445,-22.0,27.666665999999996,-5.6666665,30.555555,0.5952821999999999,-2.438409,0
69.0,85.0,3.1111114,8.207409,3.9444440000000003,9.440739,21.444445,20.444445,28.111109999999996,15.777778,-3.0,20.0,-17.0,28.111109999999996,0.43740398,-1.6598793,1
152.0,83.0,4.444444,1.3277656999999998,0.94444436,0.6804135,26.518518,23.333334,33.22222,23.0,-9.555555,20.11111,-10.555555,33.22222,0.30741498,-2.0632424,0
248.0,153.0,0.27777779999999996,0.06296296400000001,0.11111113,0.029629637,0.37037036,0.0,1.1111111999999999,0.0,-1.1111111999999999,2.2222223,-1.1111111999999999,1.1111111999999999,0.8888889000000001,-2.0943952,0
137.0,141.0,0.055555562999999995,0.13608278,0.055555556,0.13608277,0.037037037,0.0,0.11111111,0.0,-0.11111111,0.22222222,-0.11111111,0.11111111,0.11111111,-2.0943952,0
86.0,197.0,1.611112,1.4516907,1.2777786,1.1038647,63.22221999999999,56.22221999999999,77.77778,55.66666800000001,-21.0,43.666668,-22.666666,77.77778,0.28533262,-2.06802,0
220.0,220.0,2.277778,1.12963,2.2777777,4.151854,6.4444447,5.6666665,5.3333335,8.333333999999999,-2.3333333,-3.3333333,5.6666665,8.333333999999999,0.42735383,1.9843658,0
207.0,115.0,1.0555555,0.3296295,0.16666669,0.033333343,1.2222222,0.44444445,2.8888887999999997,0.33333334,-2.3333333,5.0,-2.6666667,2.8888887999999997,0.93333334,-2.0655363,0
6.0,51.0,1.6666666,1.9999988999999998,1.611111,2.1074072999999998,19.592592,18.777779000000002,25.666666,14.333332999999998,-2.4444444,18.222220999999998,-15.777778,25.666666,0.44286063,-1.6812904,1
203.0,182.0,3.722222,2.576964,3.6111114,1.705112,54.925926000000004,49.444443,68.111115,47.22222,-16.444445,39.555557,-23.11111,68.111115,0.3067216,-1.9803477999999999,0
243.0,120.0,4.4444447,4.359749,1.5555546999999998,1.8338386999999998,47.851852,44.77778,56.33333199999999,42.444443,-9.222222,25.444445,-16.222220999999998,56.33333199999999,0.24532129999999996,-1.9107348999999998,0
146.0,97.0,10.111111,4.597905,0.6111107,0.5741326999999999,47.962963,46.0,54.33333199999999,43.555557,-5.888889,19.11111,-13.222222,54.33333199999999,0.19711515,-1.8407352,0
184.0,145.0,0.72222227,0.6116159000000001,0.22222222,0.2721655,0.5555555999999999,0.33333334,1.2222222,0.11111111,-0.6666667,2.0,-1.3333334,1.2222222,0.5277778000000001,-1.9209436000000002,0
178.0,128.0,0.44444433,0.34074068,0.88888866,0.2074075,5.9259257000000005,7.888889,6.4444447,3.4444443999999996,5.888889,1.5555556000000001,-7.4444447,7.888889,0.56371254,-0.7213002,1
132.0,134.0,2.6666667,3.1555562000000004,1.5,1.5444443,6.185185,2.2222223,11.444445,4.888889,-11.888889,15.777778,-3.8888887999999997,11.444445,0.8339346,-2.3866115000000003,0
83.0,28.0,0.3888893,0.13608134,0.88888675,0.45542085,112.96296000000001,99.44444,131.11111,108.33333600000002,-40.555557,54.44444300000001,-13.888889,131.11111,0.24151142,-2.3878844,0
126.0,237.0,0.94444436,0.24074084,1.0000001,0.48888868,5.777777700000001,4.222222299999999,4.222222299999999,8.888889,-4.6666665,-4.6666665,9.333333,8.888889,0.5538119,2.0972313999999996,0
225.0,58.0,0.3333335,0.42163706,0.44444449999999996,0.34426522,8.333333,5.5555553,14.111111,5.3333335,-8.333333,17.333334,-9.0,14.111111,0.62222224,-2.0685637,0
14.0,120.0,0.3333333,0.13333331,0.44444442,0.29629624,1.5925926000000001,0.0,3.8888887999999997,0.8888889000000001,-4.777777700000001,6.888889,-2.1111112000000003,3.8888887999999997,1.0,-2.3157208,0
5.0,210.0,2.1666672,1.6699982,4.444444,2.613356,51.296295,45.444443,64.333336,44.11111,-17.555555,39.11111,-21.555555,64.333336,0.3175664,-2.0208955,0
79.0,62.0,0.555556,0.3851839,0.88888675,0.60740507,110.18518999999999,100.666664,127.11111499999998,102.77778,-28.555555,50.77778,-22.222220999999998,127.11111499999998,0.20801263,-2.1781490000000003,0
18.0,83.0,6.1666665,9.988892,12.888889,28.785189000000003,14.370370000000001,9.0,22.666666,11.444445,-16.11111,24.88889,-8.777778,22.666666,0.6647845,-2.2742054,0
214.0,246.0,2.8333328,1.9177537,2.9999993,1.9888569999999999,17.518518,14.222222,15.444445000000002,22.88889,-9.888889,-6.222222299999999,16.11111,22.88889,0.39154765,2.2328491,0
94.0,140.0,0.16666667,0.033333327999999995,0.33333328,0.044444434000000005,3.0370371,1.7777778000000002,6.111111,1.2222222,-3.7777777,9.222222,-5.4444447,6.111111,0.79788357,-1.9857694,0
54.0,142.0,0.7222223000000001,0.82775915,2.0,2.1081847999999996,1.8148148000000002,0.8888889000000001,3.6666667,0.8888889000000001,-2.7777777,5.5555553,-2.7777777,3.6666667,0.76944447,-2.0943952,0
107.0,146.0,1.888889,1.0074077,2.111111,1.3185171,21.37037,16.777779000000002,29.666665999999996,17.666667999999998,-13.777778,24.88889,-11.111111,29.666665999999996,0.43278608,-2.1649706,0
93.0,236.0,1.7777777,2.6962965,1.9999999,0.93333334,12.518517999999998,9.555555,10.777778,17.222223,-8.888889,-5.222222299999999,14.111111,17.222223,0.44724658,2.2671973999999997,0
245.0,249.0,2.0,1.2888895,1.4999999,0.61111146,14.740741,10.777778,15.333332999999998,18.11111,-11.888889,1.7777778000000002,10.111111,18.11111,0.40621215,2.7435553,0
48.0,173.0,1.1666666,1.0697874,1.4444447,1.6420407,19.222220999999998,16.444445,16.444445,24.777779000000002,-8.333333,-8.333333,16.666666,24.777779000000002,0.34965578,2.0995574,0
239.0,122.0,0.27777776,0.06296293,0.33333334,0.17777774,5.5555553,7.0,6.666666499999999,3.0,4.3333335,3.3333333,-7.666666499999999,7.222222299999999,0.5813491999999999,-0.95343477,1
184.0,145.0,0.9444445,0.49065363,1.7777778000000002,0.93491936,3.4074074999999997,2.3333334999999997,5.777777700000001,2.1111112000000003,-3.2222223,7.111111,-3.8888887999999997,5.777777700000001,0.65661377,-2.0365057,0
109.0,146.0,0.055555556,0.13608277,0.055555556,0.13608277,0.037037037,0.0,0.11111111,0.0,-0.11111111,0.22222222,-0.11111111,0.11111111,0.11111111,-2.0943952,0
111.0,246.0,3.166667,2.0949678,5.833334,4.113663,25.88889,21.11111,22.444445,34.11111,-14.333332999999998,-10.333333,24.666666,34.11111,0.38897294,2.2140112000000003,0
155.0,40.0,1.888889,2.072751,0.05555554,0.13608274,1.2592591999999998,1.2222222,1.5555556000000001,1.0,-0.11111111,0.8888889000000001,-0.7777778000000001,1.5555556000000001,0.11666667,-1.5707964,0
192.0,157.0,1.0555558999999999,0.5074076,0.77777797,0.16296285,18.333334,13.888889,17.222223,23.88889,-13.333332999999998,-3.3333333,16.666666,23.88889,0.41818407,2.4386153,0
209.0,249.0,2.4444444,3.6296306000000005,2.777778,4.2074074999999995,10.518517999999998,7.5555553,8.111112,15.888889,-8.888889,-7.222222299999999,16.11111,15.888889,0.5333069,2.1567792999999997,0
118.0,125.0,0.33333334,0.29814234,0.88888884,0.34426528,1.1481482,0.0,3.1111112000000003,0.33333334,-3.4444443999999996,5.888889,-2.4444444,3.1111112000000003,1.0,-2.1756467999999995,0
43.0,152.0,1.9444445,1.7074082,1.2222222,0.8296299000000001,1.5185186000000002,1.0,2.8888887999999997,0.6666667,-1.5555556000000001,4.111111,-2.5555556,2.8888887999999997,0.64867723,-1.9332388999999999,0
247.0,92.0,0.88888884,0.5185184,0.44444433,0.118518606,12.074074000000001,7.5555553,20.555555,8.111112,-13.555554999999998,25.444445,-11.888889,20.555555,0.6321268,-2.1378512,0
63.0,201.0,2.1111119,1.7341881999999997,2.5000007,1.656637,61.629630000000006,54.88889,76.44444,53.55555699999999,-20.222220999999998,44.444443,-24.222220999999998,76.44444,0.29921305,-2.0341186999999996,0
33.0,117.0,0.27777779999999996,0.018518511,0.11111111,0.029629635,1.074074,0.0,3.1111112000000003,0.11111111,-3.2222223,6.111111,-2.8888887999999997,3.1111112000000003,1.0,-2.132635,0
118.0,85.0,3.2777777,4.418521,2.277778,6.8185186,8.185185,3.5555556000000004,14.888889,6.111111,-13.888889,20.11111,-6.222222299999999,14.888889,0.7741213,-2.3290927000000003,0
121.0,60.0,2.277778,2.329629,2.888889,2.8740742000000004,26.740740000000002,24.666666,35.22222,20.333334,-6.222222299999999,25.444445,-19.222220999999998,35.22222,0.4223002,-1.776113,1
218.0,115.0,0.9444440000000001,0.5340271,0.38888898,0.38968194,22.962963000000002,19.444445,29.444445,20.0,-10.555555,19.444445,-8.888889,29.444445,0.33914888,-2.1486697,0
209.0,11.0,0.8333333,0.25555903,2.1666667,3.8555522000000004,141.55556,135.11111,150.11111,139.44444,-19.333334,25.666666,-6.3333335,150.11111,0.09983583,-2.4015868,0
55.0,209.0,1.8333331000000002,1.2952907,1.3888888000000001,0.99814624,12.518517999999998,10.333333999999999,10.333333999999999,16.88889,-6.5555553,-6.5555553,13.111111,16.88889,0.40790388,2.0992203,0
50.0,199.0,3.2222226000000003,2.9789395,5.611111,4.6159945,55.66666800000001,49.11111,69.77778,48.11111,-19.666666,42.333332,-22.666666,69.77778,0.31241447,-2.0454311,0
160.0,41.0,0.8333333,0.8096638,0.22222225,0.17213258,0.7037036999999999,0.5555555999999999,1.2222222,0.33333334,-0.44444445,1.5555556000000001,-1.1111111999999999,1.2222222,0.537037,-1.8451205000000002,0
142.0,140.0,4.222222299999999,1.2938595,1.5,0.7226494000000001,26.444445,23.444445,32.333335999999996,23.555555,-9.0,17.666666,-8.666667,32.333335999999996,0.2850997,-2.1004875,0
9.0,94.0,0.6111107,0.5518515,1.0000013,0.6666645,113.18518999999999,106.88888500000002,127.55556000000001,105.11111499999998,-18.88889,43.11111,-24.222220999999998,127.55556000000001,0.17678948,-2.015307,0
108.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56.0,107.0,1.1111107,0.20740713,4.7222230000000005,20.196299,49.814816,46.22222,58.33333199999999,44.88889,-10.777778,25.555555,-14.777778,58.33333199999999,0.23045462,-1.9914447,0
